name,recipe_link,ingredients,category,prep-time,budget,review count,rating,difficulty,steps_count
"Pâte à tartiner maison (chocolat, noisettes)",https://www.marmiton.org/recettes/recette_pate-a-tartiner-maison-chocolat-noisettes_319064.aspx,"['sucre glace', 'lait concentré sucré', 'chocolat noir', 'poudre de noisette', 'lait', 'beurre demi-sel']",sauce sucrée,0,bon marché,79,4.5,facile,7
Muffins aux pépites de chocolat,https://www.marmiton.org/recettes/recette_muffins-aux-pepites-de-chocolat_20636.aspx,"['chocolat', 'beurre', 'levure chimique', 'beurre', 'farine', 'cassonade', 'oeufs', 'lait entier']",gâteau,0,bon marché,380,4.5,très facile,9
Muffins tout chocolat,https://www.marmiton.org/recettes/recette_muffins-tout-chocolat_56020.aspx,"['pépites de chocolat', 'chocolat', 'beurre', 'sucre en poudre', 'farine', 'lait écrémé', 'oeuf']",gâteau,0,bon marché,131,4.4,facile,10
flan sans pâte à ma façon,https://www.marmiton.org/recettes/recette_flan-sans-pate-a-ma-facon_336275.aspx,"['beurre', 'vanille', 'farine', 'sucre', 'oeufs', 'lait', 'crème fraîche liquide']",flan,0,bon marché,7,3.9,facile,9
Cake à la banane facile et rapide,https://www.marmiton.org/recettes/recette_cake-a-la-banane-facile-et-rapide_22822.aspx,"['sel', 'levure chimique', 'beurre', 'bananes', 'sucre', 'farine', 'oeuf', 'lait']",gâteau,0,bon marché,180,4.7,facile,7
Gâteau aux pommes et au yaourt,https://www.marmiton.org/recettes/recette_gateau-aux-pommes-et-au-yaourt_14227.aspx,"['yaourt', 'farine', 'sucre semoule', 'oeufs', 'pommes']",gâteau,0,bon marché,87,3.9,très facile,2
Clafoutis aux pommes,https://www.marmiton.org/recettes/recette_clafoutis-aux-pommes_48769.aspx,"['rhum', 'levure', 'farine', 'sucre', 'pommes', 'sucre vanillé', 'lait', 'oeufs']",flan,0,bon marché,56,3.3,très facile,5
Fraisier,https://www.marmiton.org/recettes/recette_fraisier_11593.aspx,"['sel', 'levure', 'maïzena', 'farine', 'sucre', 'oeufs', 'sucre glace', 'fraises des bois', 'fraises', 'beurre', 'sucre', 'maïzena', 'lait', ""jaunes d'oeuf"", 'framboises', ""pâte d'amande"", ""pâte d'amande"", 'sirop de sucre de canne', 'kirsch']",gâteau,0,moyen,73,3.7,moyenne,20
Bavarois aux fraises sur génoise,https://www.marmiton.org/recettes/recette_bavarois-aux-fraises-sur-genoise_58126.aspx,"['farine', 'sucre', ""jaunes d'oeuf"", ""blancs d'oeuf"", 'sucre', 'gélatine', 'fraises', 'citron', 'crème liquide', 'gélatine', 'coulis de fruits rouges']",gâteau,0,moyen,294,4.8,facile,17
Coulis de framboises,https://www.marmiton.org/recettes/recette_coulis-de-framboises_11316.aspx,"['sucre', 'framboises', 'eau']",sauce sucrée,0,moyen,134,4.6,moyenne,3
Eclairs au chocolat (rapide),https://www.marmiton.org/recettes/recette_eclairs-au-chocolat-rapide_46735.aspx,"['sucre', 'chocolat noir', 'beurre', 'farine', 'lait', 'oeuf', ""jaunes d'oeuf"", 'huile', 'sel', 'sucre', 'beurre', 'farine', 'eau', 'oeufs', ""jaune d'oeuf""]",choux,0,moyen,194,3.8,moyenne,17
Pièce montée,https://www.marmiton.org/recettes/recette_piece-montee_54913.aspx,"['sel', 'beurre', 'sucre', 'farine', 'eau', 'oeufs', 'vanille', 'maïzena', 'sucre', 'lait', ""jaunes d'oeuf"", 'sucre', 'sucre', 'amandes effilées']",choux,0,moyen,31,4.7,difficile,17
Quatre-quart inratable,https://www.marmiton.org/recettes/recette_quatre-quart-inratable_80780.aspx,"['levure chimique', 'beurre', 'sucre', 'farine', 'oeufs', 'sucre vanillé']",gâteau,0,bon marché,75,4.3,très facile,4
Clafoutis aux pêches,https://www.marmiton.org/recettes/recette_clafoutis-aux-peches_20758.aspx,"['sel', 'sucre en poudre', 'beurre', 'farine', 'pêche', 'oeufs', 'lait', 'amandes']",flan,0,bon marché,43,4.4,très facile,5
Beignets aux pommes très faciles,https://www.marmiton.org/recettes/recette_beignets-aux-pommes-tres-faciles_81592.aspx,"['huile de friture', 'sel', 'levure chimique', 'farine', 'oeufs', 'lait', 'pommes']",beignet et friture,0,bon marché,132,4.7,très facile,5
Gâteau d'anniversaire au chocolat,https://www.marmiton.org/recettes/recette_gateau-d-anniversaire-au-chocolat_56928.aspx,"['farine', 'chocolat noir', 'beurre', 'sucre', 'oeufs', 'sucre glace', 'beurre', 'chocolat', 'eau', 'sucre', 'noix de coco']",gâteau,0,bon marché,134,4.4,très facile,12
Cake au chocolat et amandes en poudre,https://www.marmiton.org/recettes/recette_cake-au-chocolat_17391.aspx,"['beurre', 'levure', 'farine', 'sucre en poudre', 'chocolat pâtissier', 'oeufs', 'amandes en poudre']",gâteau,0,bon marché,899,4.8,très facile,5
"Petits pot de crème à la vanille, simple rapide et économique",https://www.marmiton.org/recettes/recette_petits-pot-de-creme-a-la-vanille-simple-rapide-et-economique_72492.aspx,"['sucre', 'maïzena', 'arôme vanille', ""jaunes d'oeuf"", 'lait']",crème,0,bon marché,136,4.6,très facile,5
Crème dessert facile au chocolat,https://www.marmiton.org/recettes/recette_creme-dessert-facile-au-chocolat_37585.aspx,"['farine', 'beurre', 'sucre', 'chocolat noir', 'lait entier']",crème,0,bon marché,525,4.6,très facile,6
Langues de chat,https://www.marmiton.org/recettes/recette_langues-de-chat_14760.aspx,"['vanille', 'farine', 'sucre en poudre', 'beurre', ""blancs d'oeuf""]",gâteau,0,bon marché,333,4.8,très facile,6
"Gateau à la noix de coco ""spécial débutant""",https://www.marmiton.org/recettes/recette_gateau-a-la-noix-de-coco-special-debutant_40932.aspx,"['levure chimique', 'farine', 'beurre', 'sucre', 'oeufs', 'lait', 'noix de coco']",gâteau,0,bon marché,118,4.5,très facile,6
Roulé au nutella,https://www.marmiton.org/recettes/recette_roule-au-nutella_14295.aspx,"['rhum', 'sucre en poudre', 'farine', 'oeufs', 'pâte à tartiner']",gâteau,0,bon marché,483,4.5,facile,10
Gâteau moelleux aux fraises facile,https://www.marmiton.org/recettes/recette_gateau-moelleux-aux-fraises-facile_228481.aspx,"['beurre', 'fraises', 'farine', 'sucre', 'huile', 'levure', 'yaourt', 'oeufs']",gâteau,0,bon marché,41,4.7,très facile,6
Gâteau très rapide au yaourt et au chocolat,https://www.marmiton.org/recettes/recette_gateau-tres-rapide-au-yaourt-et-au-chocolat_30510.aspx,"['chocolat', 'levure', 'huile', 'sucre', 'farine', 'yaourt', 'oeufs']",gâteau,0,bon marché,800,4.5,très facile,6
Ganache au chocolat : recette facile,https://www.marmiton.org/recettes/recette_ganache-au-chocolat_17983.aspx,"['chocolat', 'beurre', 'sucre', 'crème fraîche épaisse']",sauce sucrée,0,bon marché,89,4.6,très facile,4
Cookie dough en bouchées,https://www.marmiton.org/recettes/recette_cookie-dough-en-bouchees_392589.aspx,"['extrait de vanille liquide', 'fleur de sel', 'pépites de chocolat', 'farine de blé', 'sucre roux', 'beurre', 'crème fraîche épaisse']",gâteau,0,bon marché,21,4.2,facile,7
Cookies aux flocons d'avoine,https://www.marmiton.org/recettes/recette_cookies-aux-flocons-d-avoine_233165.aspx,"['sel', 'chocolat noir', 'levure', 'farine', 'beurre', 'cassonade', 'oeuf', ""flocons d'avoine""]",gâteau,0,bon marché,73,4.6,facile,10
Croissants,https://www.marmiton.org/recettes/recette_croissants_11980.aspx,"['sel', 'sucre', 'levure de boulanger', 'beurre tendre', 'farine', 'lait', 'eau', 'oeuf']",viennoiseries,0,bon marché,66,3.9,difficile,13
Tarte aux pommes normande,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-normande-de-mag-16eme-rencontre-marmiton_35497.aspx,"['sel', 'beurre', 'sucre en poudre', 'farine', 'oeuf', 'liqueur', 'sucre en poudre', 'pomme', 'oeufs', 'amandes', 'crème fraîche épaisse', 'amandes effilées']",tarte,0,bon marché,226,4.6,très facile,9
Gâteau aux carottes,https://www.marmiton.org/recettes/recette_gateau-aux-carottes_11548.aspx,"['levure chimique', 'farine', 'beurre', 'sucre', 'carotte', 'oeufs', 'cerneau de noix', 'cannelle']",gâteau,0,bon marché,288,4.7,facile,4
Tarte au chocolat noir,https://www.marmiton.org/recettes/recette_tarte-au-chocolat-noir_15641.aspx,"['sel', 'sucre', 'beurre', 'farine', 'oeuf', 'chocolat noir', 'crème fraîche liquide', 'lait', 'oeuf']",tarte,0,bon marché,320,4.7,très facile,13
Tuiles aux amandes,https://www.marmiton.org/recettes/recette_tuiles-aux-amandes_28400.aspx,"['farine', 'beurre', 'sucre en poudre', ""blancs d'oeuf"", 'amandes effilées']",gâteau,0,moyen,281,4.6,moyenne,11
Gâteau fondant aux poires,https://www.marmiton.org/recettes/recette_gateau-fondant-aux-poires_18056.aspx,"['sel', 'levure chimique', 'huile', 'sucre en poudre', 'farine', 'poires', 'oeufs', 'lait', 'sucre en poudre', 'beurre', 'oeuf']",gâteau,0,bon marché,227,4.5,facile,8
Gâteau de semoule,https://www.marmiton.org/recettes/recette_gateau-de-semoule_24969.aspx,"['beurre', 'vanille', 'sucre', 'semoule', 'lait', 'oeufs']",gâteau,0,moyen,113,4.4,facile,4
Gâteau basque,https://www.marmiton.org/recettes/recette_gateau-basque_10524.aspx,"['farine', 'beurre tendre', 'sel', 'sucre', 'oeuf', 'rhum', 'farine', 'sucre', 'vanille', 'lait', ""jaunes d'oeuf"", 'oeuf']",gâteau,0,moyen,33,3.6,moyenne,7
Glaçage au chocolat ultra rapide,https://www.marmiton.org/recettes/recette_glacage-au-chocolat-ultra-rapide_334340.aspx,"['chocolat noir', 'crème liquide']",sauce sucrée,0,bon marché,17,3.9,très facile,5
Gâteau à l'orange rapide,https://www.marmiton.org/recettes/recette_gateau-a-l-orange-rapide_13489.aspx,"['oranges', 'levure chimique', 'sucre en poudre', 'beurre tendre', 'oeufs', 'farine à gâteaux']",gâteau,0,moyen,238,4.4,facile,8
Charlotte au chocolat,https://www.marmiton.org/recettes/recette_charlotte-au-chocolat_25091.aspx,"['rhum', 'sucre glace', 'beurre', 'chocolat pâtissier', 'biscuits à la cuillère', 'crème fraîche liquide', 'lait', 'oeufs']",charlotte,0,moyen,234,4.6,facile,10
"Baghrirs, crêpe mille trous (Crêpes berbères)",https://www.marmiton.org/recettes/recette_crepes-a-milles-trous-baghrirs_60085.aspx,"['sucre semoule', 'levure', 'levure chimique', 'sel', 'farine', 'semoule', 'eau']",crêpe,0,bon marché,8,3.4,très facile,3
Layer cake chocolat,https://www.marmiton.org/recettes/recette_layer-cake-chocolat_310397.aspx,"['cacao amer', 'levure chimique', 'sucre', 'farine', 'oeufs', 'chocolat au lait', 'crème liquide', 'crème liquide', 'pâte à tartiner']",gâteau,0,bon marché,4,3.8,moyenne,33
Chouquettes,https://www.marmiton.org/recettes/recette_chouquettes_30622.aspx,"['levure chimique', 'sel', 'sucre semoule', 'farine', 'beurre doux', 'eau', 'sucre vanillé', 'oeufs', 'sucre en grain']",choux,0,bon marché,1371,4.6,très facile,9
Cookies sans oeufs,https://www.marmiton.org/recettes/recette_cookies-sans-oeufs_335943.aspx,"['chocolat', 'farine', 'levure', 'beurre tendre', 'cassonade', 'lait']",gâteau,0,bon marché,68,4.5,facile,7
Petits biscuits de Noël,https://www.marmiton.org/recettes/recette_petits-biscuits-de-noel_19726.aspx,"['levure', 'sucre', 'beurre tendre', 'farine', 'amandes', 'oeuf', 'muscade', 'gingembre', 'cannelle', 'girofle', 'citron', ""jaune d'oeuf""]",gâteau,0,bon marché,696,4.7,très facile,9
Gâteau chocolat sans beurre (avec miel et courgettes) !,https://www.marmiton.org/recettes/recette_gateau-chocolat-sans-beurre-ni-sucre_217544.aspx,"['levure', 'farine', 'miel', 'courgette', 'chocolat', 'oeufs']",gâteau,0,bon marché,108,4.8,facile,6
Gâteau aux noix,https://www.marmiton.org/recettes/recette_gateau-aux-noix_13667.aspx,"['sel', 'levure chimique', 'farine', 'sucre semoule', 'crème fraîche', 'oeufs', 'Noix concassé']",gâteau,0,moyen,81,4.6,très facile,6
Saint Honoré,https://www.marmiton.org/recettes/recette_saint-honore_168940.aspx,"['sucre en poudre', 'crème fraîche', 'farine', 'sucre en poudre', 'extrait de vanille', 'sel', 'beurre', 'farine', 'crème fraîche', 'sucre en poudre', 'farine', 'beurre doux', 'pâte sablée', 'chou', 'eau', 'oeufs', 'crème pâtissière', 'lait', ""jaunes d'oeuf"", 'crème chantilly', 'caramel', 'eau']",choux,0,bon marché,7,4.0,moyenne,19
Semoule au lait toute simple,https://www.marmiton.org/recettes/recette_semoule-au-lait-toute-simple_32122.aspx,"['sucre', 'lait', 'semoule']",entremets,0,bon marché,216,4.4,très facile,3
Pêche Melba,https://www.marmiton.org/recettes/recette_peche-melba_19427.aspx,"['vanille', 'sucre glace', 'sucre en poudre', 'pêches', 'crème', 'crème liquide', 'framboises', 'citron']",poire au sirop,0,bon marché,10,4.8,facile,4
Brioche facile au Thermomix,https://www.marmiton.org/recettes/recette_brioche-facile-au-thermomix_359516.aspx,"['sel', ""eau de fleur d'oranger"", 'sucre', 'levure de boulanger fraîche', 'beurre doux', 'farine', 'lait entier', 'oeufs']",brioche,0,bon marché,20,4.5,très facile,8
Pâte à crèpes sans oeufs simple,https://www.marmiton.org/recettes/recette_pate-a-crepes-sans-oeufs-simple_62552.aspx,"['beurre', 'farine', 'lait', 'sucre vanillé']",crêpe,0,bon marché,196,3.9,très facile,4
Navettes marseillaises,https://www.marmiton.org/recettes/recette_navettes-marseillaise_305215.aspx,"['sel', 'orange', ""fleur d'oranger"", 'sucre en poudre', 'farine', 'oeufs', ""huile d'olive""]",beignet et friture,0,bon marché,22,4.7,facile,9
Crêpes (tradition bretonne),https://www.marmiton.org/recettes/recette_crepes-tradition-bretonne_58264.aspx,"['rhum', 'sel', 'huile', 'sucre roux', 'farine de blé', 'oeufs', 'lait']",crêpe,0,bon marché,87,4.4,très facile,2
Tarte au sucre,https://www.marmiton.org/recettes/recette_tarte-au-sucre_24175.aspx,"['beurre', 'sucre roux', 'sel', 'sucre', 'levure de boulanger', 'beurre', 'farine', 'oeufs', 'lait', 'lait', 'oeufs']",tarte,0,moyen,16,4.4,facile,7
donuts us,https://www.marmiton.org/recettes/recette_donuts-us_41480.aspx,"['beurre', 'vanille', 'sucre en poudre', 'muscade', 'sel', 'levure chimique', 'farine', 'cannelle', 'oeufs', 'lait']",beignet et friture,0,bon marché,78,3.5,facile,7
Gâteau aux pommes facile au Thermomix,https://www.marmiton.org/recettes/recette_gateau-aux-pommes-facile-au-thermomix_383783.aspx,"['levure chimique', 'beurre tendre', 'sucre semoule', 'farine', 'pommes', 'oeufs', 'sucre vanillé']",gâteau,0,bon marché,6,4.8,très facile,4
Profiteroles maison,https://www.marmiton.org/recettes/recette_profiteroles-maison_309390.aspx,"['sucre', 'sel', 'beurre', 'farine', 'eau', 'oeufs', 'chocolat', 'lait', 'glace vanille']",dessert au chocolat,0,bon marché,25,4.0,facile,11
Muffins coeur de Nutella,https://www.marmiton.org/recettes/recette_muffins-coeur-de-nutella_57023.aspx,"['beurre', 'beurre', 'sucre en poudre', 'sel', 'levure chimique', 'farine', 'oeufs', 'sucre vanillé', 'lait', 'yaourt nature', 'Nutella']",gâteau,0,bon marché,693,4.6,facile,7
tarte aux framboises express,https://www.marmiton.org/recettes/recette_tarte-aux-framboises-express_40829.aspx,"['farine', 'sucre', 'pâte brisée', 'framboises', 'gelée', 'oeuf', 'lait', 'sucre vanillé']",tarte,0,bon marché,33,4.5,facile,7
Boudoirs ( biscuits à la cuillère ),https://www.marmiton.org/recettes/recette_boudoirs-biscuits-a-la-cuillere_13342.aspx,"['sucre semoule', 'farine', 'oeufs']",gâteau,0,bon marché,13,2.8,facile,5
Tarte aux pêches,https://www.marmiton.org/recettes/recette_tarte-aux-peches_59368.aspx,"['crème fraîche', 'sucre', 'pâte feuilletée', 'pêches', 'oeufs']",tarte,0,bon marché,128,4.6,facile,5
Charlotte aux fruits au mascarpone,https://www.marmiton.org/recettes/recette_charlotte-aux-fruits-au-mascarpone_12177.aspx,"['sucre', 'mascarpone', 'boudoirs', 'oeufs', 'fruits']",charlotte,0,bon marché,65,4.6,moyenne,8
Vacherin (glace),https://www.marmiton.org/recettes/recette_vacherin-glace_27016.aspx,"['sucre en poudre', 'crème fleurette', 'meringues', 'oeufs', 'sucre vanillé', 'arôme vanille', 'caramel']",dessert glacé,0,bon marché,35,4.8,facile,10
Granité très frais très facile,https://www.marmiton.org/recettes/recette_granite-tres-frais-tres-facile_307912.aspx,"['sucre', 'glaçons', 'sirop', 'framboises']",dessert glacé,0,bon marché,3,3.0,très facile,5
Gâteau au chocolat en poudre,https://www.marmiton.org/recettes/recette_gateau-au-chocolat-en-poudre_170168.aspx,"['levure chimique', 'farine', 'beurre', 'sucre en poudre', 'oeufs', 'chocolat en poudre', 'lait']",gâteau,0,bon marché,140,4.1,très facile,6
Tarte aux poires,https://www.marmiton.org/recettes/recette_tarte-aux-poires_12962.aspx,"['armagnac', 'sucre en poudre', 'pâte feuilletée', 'poires', 'amandes en poudre', 'crème fraîche liquide', ""jaune d'oeuf""]",tarte,0,bon marché,86,4.4,très facile,4
Pithiviers,https://www.marmiton.org/recettes/recette_pithiviers_22978.aspx,"['rhum', 'beurre tendre', 'sucre glace', 'pâtes feuilletées', 'amandes', 'oeufs', 'arôme amande amère']",gâteaux à la frangipane,0,bon marché,29,4.8,facile,5
Gâteau ou fondant au chocolat sans œuf,https://www.marmiton.org/recettes/recette_gateau-ou-fondant-au-chocolat-sans-oeuf_305185.aspx,"['sucre en poudre', 'farine', 'chocolat pâtissier', 'beurre demi-sel', 'crème liquide']",gâteau,0,bon marché,55,3.3,facile,7
sorbet facile tout fruit,https://www.marmiton.org/recettes/recette_sorbet-facile-tout-fruit_28920.aspx,"['sucre', 'fruits', ""blanc d'oeuf""]",dessert glacé,0,bon marché,18,4.9,très facile,4
Fondant au chocolat Nestlé Dessert®,https://www.marmiton.org/recettes/recette_fondant-au-chocolat_371361.aspx,"['beurre', 'chocolat NESTLÉ DESSERT noir', 'oeufs', 'sucre', 'farine']",gâteau,0,bon marché,47,4.1,très facile,5
Gaufres au Thermomix,https://www.marmiton.org/recettes/recette_gaufre_382563.aspx,"['levure chimique', 'beurre', 'sucre', 'farine', 'oeufs', 'lait', 'sucre vanillé']",gaufre,0,bon marché,2,3.0,facile,7
Gateau aux pommes à tomber par terre,https://www.marmiton.org/recettes/recette_gateau-aux-pommes-a-tomber-par-terre_56688.aspx,"['huile', 'levure chimique', 'farine', 'beurre tendre', 'sucre', 'oeufs', 'sucre vanillé', 'pommes']",gâteau,0,bon marché,135,4.5,très facile,10
Pancakes Aurélie aux flocons d'avoine,https://www.marmiton.org/recettes/recette_pancakes-aurelie-aux-flocons-d-avoine_45035.aspx,"['sel', 'sucre', ""flocons d'avoine"", 'lait', 'oeuf']",crêpe,0,bon marché,45,4.3,très facile,3
Palets bretons,https://www.marmiton.org/recettes/recette_palets-bretons_53971.aspx,"['fleur de sel', 'levure', 'farine', 'beurre', 'sucre', ""jaunes d'oeuf""]",gâteau,0,bon marché,206,4.7,très facile,6
"Tarte au fromage blanc (en alsacien, Käsküeche)",https://www.marmiton.org/recettes/recette_tarte-au-fromage-blanc-en-alsacien-kaskueche_22130.aspx,"['sel', 'sucre', 'beurre', 'farine', 'sucre vanillé', 'lait', 'sucre', 'maïzena', 'crème fraîche', 'fromage blanc', 'oeufs', 'sucre vanillé']",tarte,0,bon marché,269,4.8,facile,12
Acai bowl,https://www.marmiton.org/recettes/recette_acai-bowl_371802.aspx,"['miel', 'banane', ""poudre d'acaï"", 'boisson aux amandes', 'fruits rouges', 'pomme', 'granola', 'fruits rouges']",Petit déjeuner,0,moyen,3,5.0,très facile,4
Gâteau de Savoie facile,https://www.marmiton.org/recettes/recette_gateau-de-savoie-facile_167293.aspx,"['levure chimique', 'farine', 'sucre', 'oeufs']",gâteau,0,bon marché,134,4.5,très facile,6
Crumble aux abricots,https://www.marmiton.org/recettes/recette_crumble-aux-abricots_19390.aspx,"['beurre', 'sucre roux', 'farine', 'beurre', 'sucre roux', 'abricot', 'amandes', 'crème fraîche épaisse']",crumble,0,moyen,32,4.5,très facile,6
